province,region,rank_total,province_total_million,province_items,agencies,category,category_budget_million,category_items,percent,rank_category_share
ลำปาง,ภาคเหนือ,21,7490.4735,1075,77,จ้างเหมาและบริการ,75.1931,181,1.003850,67
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,ถนน สะพาน และทางสัญจร,2371.6269,99,31.923243,25
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,บุคลากร สวัสดิการ และเงินอุดหนุน,2305.7462,255,31.036457,16
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,น้ำ ชลประทาน ประปา และระบายน้ำ,936.0560,30,12.599766,59
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,163.1373,84,2.195907,48
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,226.5798,21,3.049873,43
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,อาคารและสิ่งก่อสร้างอื่น,835.0858,70,11.240658,43
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,อาหารและโภชนาการ,206.6426,130,2.781509,40
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,กิจกรรม อบรม และบริหารจัดการ,135.8024,30,1.827966,64
ศรีสะเกษ,ภาคตะวันออกเฉียงเหนือ,22,7429.1541,916,58,จ้างเหมาและบริการ,248.4771,197,3.344622,17
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,ถนน สะพาน และทางสัญจร,2170.9150,82,29.627035,30
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,บุคลากร สวัสดิการ และเงินอุดหนุน,1423.9632,307,19.433191,50
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,น้ำ ชลประทาน ประปา และระบายน้ำ,1761.9256,70,24.045451,17
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,252.3003,105,3.443207,21
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,304.1537,24,4.150864,29
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,อาคารและสิ่งก่อสร้างอื่น,801.7470,96,10.941647,45
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,อาหารและโภชนาการ,174.4131,160,2.380260,47
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,กิจกรรม อบรม และบริหารจัดการ,363.2990,35,4.958035,21
สุพรรณบุรี,ภาคกลาง,23,7327.4799,1055,76,จ้างเหมาและบริการ,74.7630,176,1.020310,66
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,ถนน สะพาน และทางสัญจร,1566.0880,100,21.373836,63
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,บุคลากร สวัสดิการ และเงินอุดหนุน,2494.5614,552,34.045562,9
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,น้ำ ชลประทาน ประปา และระบายน้ำ,641.3264,30,8.752768,71
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,391.9096,187,5.348749,10
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,148.6533,17,2.028808,59
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,อาคารและสิ่งก่อสร้างอื่น,1574.4561,109,21.488043,5
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,อาหารและโภชนาการ,295.4479,279,4.032248,8
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,กิจกรรม อบรม และบริหารจัดการ,95.2766,33,1.300327,73
กาฬสินธุ์,ภาคตะวันออกเฉียงเหนือ,24,7327.1266,1610,94,จ้างเหมาและบริการ,119.4073,303,1.629661,48
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,ถนน สะพาน และทางสัญจร,3725.3462,76,50.846401,4
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,บุคลากร สวัสดิการ และเงินอุดหนุน,891.0129,218,12.161232,72
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,น้ำ ชลประทาน ประปา และระบายน้ำ,1285.0909,34,17.539913,37
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,136.8568,78,1.867927,58
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,138.4324,10,1.889432,64
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,อาคารและสิ่งก่อสร้างอื่น,542.5883,64,7.405664,70
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,อาหารและโภชนาการ,169.1505,120,2.308697,51
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,กิจกรรม อบรม และบริหารจัดการ,318.5100,25,4.347270,25
ฉะเชิงเทรา,ภาคตะวันออก,25,7326.6664,768,62,จ้างเหมาและบริการ,119.6784,143,1.633463,47
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,ถนน สะพาน และทางสัญจร,2657.9326,89,37.150533,15
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,บุคลากร สวัสดิการ และเงินอุดหนุน,1708.1109,375,23.874657,37
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,น้ำ ชลประทาน ประปา และระบายน้ำ,730.6595,50,10.212595,67
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,316.8714,116,4.428984,16
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,218.1819,18,3.049578,44
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,อาคารและสิ่งก่อสร้างอื่น,745.2508,75,10.416541,52
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,อาหารและโภชนาการ,258.3696,179,3.611291,14
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,กิจกรรม อบรม และบริหารจัดการ,365.3455,42,5.106518,19
กาญจนบุรี,ภาคตะวันตก,26,7154.4939,1151,76,จ้างเหมาและบริการ,153.7717,207,2.149302,35
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,ถนน สะพาน และทางสัญจร,1820.9850,74,25.592860,42
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,บุคลากร สวัสดิการ และเงินอุดหนุน,2274.3174,284,31.964177,14
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,น้ำ ชลประทาน ประปา และระบายน้ำ,680.0839,28,9.558174,68
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,297.3472,107,4.179038,17
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,235.6340,17,3.311696,38
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,อาคารและสิ่งก่อสร้างอื่น,1088.2253,101,15.294359,18
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,อาหารและโภชนาการ,320.2478,141,4.500892,3
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,กิจกรรม อบรม และบริหารจัดการ,183.3162,22,2.576400,56
สุราษฎร์ธานี,ภาคใต้,27,7115.2071,935,75,จ้างเหมาและบริการ,215.0503,161,3.022404,21
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,ถนน สะพาน และทางสัญจร,2635.5661,77,37.361556,14
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,บุคลากร สวัสดิการ และเงินอุดหนุน,1725.6395,166,24.462516,31
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,น้ำ ชลประทาน ประปา และระบายน้ำ,1123.4598,52,15.926069,45
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,129.9283,61,1.841852,61
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,373.7210,14,5.297836,18
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,อาคารและสิ่งก่อสร้างอื่น,670.4510,58,9.504255,58
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,อาหารและโภชนาการ,135.0193,81,1.914022,66
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,กิจกรรม อบรม และบริหารจัดการ,127.9908,45,1.814386,65
นครสวรรค์,ภาคกลาง,28,7054.2193,715,53,จ้างเหมาและบริการ,132.4435,161,1.877508,43
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,ถนน สะพาน และทางสัญจร,1853.3931,69,26.278348,39
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,บุคลากร สวัสดิการ และเงินอุดหนุน,1812.4541,291,25.697895,29
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,น้ำ ชลประทาน ประปา และระบายน้ำ,1822.2242,87,25.836420,13
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,190.4971,81,2.700965,34
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,142.2524,12,2.016927,60
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,อาคารและสิ่งก่อสร้างอื่น,753.1919,100,10.679137,50
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,อาหารและโภชนาการ,166.6542,114,2.362908,49
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,กิจกรรม อบรม และบริหารจัดการ,167.0118,28,2.367978,62
ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,29,7052.9284,924,58,จ้างเหมาและบริการ,145.2496,142,2.059423,37
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,ถนน สะพาน และทางสัญจร,1516.1598,70,22.276491,61
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,บุคลากร สวัสดิการ และเงินอุดหนุน,2847.8952,177,41.843289,5
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,น้ำ ชลประทาน ประปา และระบายน้ำ,775.6918,49,11.397012,62
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,164.9759,62,2.423943,40
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,157.1939,15,2.309604,54
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,อาคารและสิ่งก่อสร้างอื่น,692.1547,78,10.169626,55
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,อาหารและโภชนาการ,117.5874,68,1.727677,69
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,กิจกรรม อบรม และบริหารจัดการ,249.7578,39,3.669618,34
มหาสารคาม,ภาคตะวันออกเฉียงเหนือ,30,6806.0979,657,41,จ้างเหมาและบริการ,284.6814,99,4.182740,9
พะเยา,ภาคเหนือ,31,6231.1188,854,60,ถนน สะพาน และทางสัญจร,903.6729,60,14.502579,75
พะเยา,ภาคเหนือ,31,6231.1188,854,60,บุคลากร สวัสดิการ และเงินอุดหนุน,2108.3956,264,33.836550,10
พะเยา,ภาคเหนือ,31,6231.1188,854,60,น้ำ ชลประทาน ประปา และระบายน้ำ,1786.6840,42,28.673567,8
พะเยา,ภาคเหนือ,31,6231.1188,854,60,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,147.9335,72,2.374108,42
พะเยา,ภาคเหนือ,31,6231.1188,854,60,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,48.1886,11,0.773354,76
พะเยา,ภาคเหนือ,31,6231.1188,854,60,อาคารและสิ่งก่อสร้างอื่น,495.2206,57,7.947539,65
พะเยา,ภาคเหนือ,31,6231.1188,854,60,อาหารและโภชนาการ,115.6077,124,1.855328,67
พะเยา,ภาคเหนือ,31,6231.1188,854,60,กิจกรรม อบรม และบริหารจัดการ,339.6595,33,5.451019,16
พะเยา,ภาคเหนือ,31,6231.1188,854,60,จ้างเหมาและบริการ,285.7564,191,4.585957,7
นราธิวาส,ภาคใต้,32,6190.6364,616,43,ถนน สะพาน และทางสัญจร,1472.3605,73,23.783669,53
นราธิวาส,ภาคใต้,32,6190.6364,616,43,บุคลากร สวัสดิการ และเงินอุดหนุน,1725.6437,169,27.875061,21
นราธิวาส,ภาคใต้,32,6190.6364,616,43,น้ำ ชลประทาน ประปา และระบายน้ำ,1342.6357,79,21.688169,28
นราธิวาส,ภาคใต้,32,6190.6364,616,43,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,115.4830,58,1.865446,59
นราธิวาส,ภาคใต้,32,6190.6364,616,43,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,147.3676,17,2.380492,53
นราธิวาส,ภาคใต้,32,6190.6364,616,43,อาคารและสิ่งก่อสร้างอื่น,637.6943,49,10.300949,53
นราธิวาส,ภาคใต้,32,6190.6364,616,43,อาหารและโภชนาการ,175.2181,63,2.830373,39
นราธิวาส,ภาคใต้,32,6190.6364,616,43,กิจกรรม อบรม และบริหารจัดการ,183.6319,24,2.966285,46
นราธิวาส,ภาคใต้,32,6190.6364,616,43,จ้างเหมาและบริการ,390.6016,84,6.309555,4
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,ถนน สะพาน และทางสัญจร,2011.9160,56,32.734797,24
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,บุคลากร สวัสดิการ และเงินอุดหนุน,1369.5252,230,22.282804,45
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,น้ำ ชลประทาน ประปา และระบายน้ำ,982.4998,42,15.985723,44
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,209.5911,96,3.410143,22
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,271.2774,20,4.413808,26
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,อาคารและสิ่งก่อสร้างอื่น,659.7683,71,10.734733,48
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,อาหารและโภชนาการ,193.8523,114,3.154066,27
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,กิจกรรม อบรม และบริหารจัดการ,341.7588,35,5.560573,14
ราชบุรี,ภาคตะวันตก,33,6146.1080,807,70,จ้างเหมาและบริการ,105.9191,143,1.723352,44
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,ถนน สะพาน และทางสัญจร,2140.6741,55,35.403900,18
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,บุคลากร สวัสดิการ และเงินอุดหนุน,1374.2264,231,22.727875,44
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,น้ำ ชลประทาน ประปา และระบายน้ำ,1151.1926,50,19.039193,34
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,108.9508,73,1.801901,62
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,184.9806,14,3.059333,42
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,อาคารและสิ่งก่อสร้างอื่น,781.7720,96,12.929468,30
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,อาหารและโภชนาการ,132.0620,100,2.184130,56
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,กิจกรรม อบรม และบริหารจัดการ,80.7321,43,1.335201,72
กำแพงเพชร,ภาคกลาง,34,6046.4358,803,48,จ้างเหมาและบริการ,91.8452,141,1.518997,52
ตรัง,ภาคใต้,35,5842.2970,628,53,ถนน สะพาน และทางสัญจร,2975.1655,71,50.924585,3
ตรัง,ภาคใต้,35,5842.2970,628,53,บุคลากร สวัสดิการ และเงินอุดหนุน,871.5996,176,14.918783,63
ตรัง,ภาคใต้,35,5842.2970,628,53,น้ำ ชลประทาน ประปา และระบายน้ำ,641.2206,31,10.975488,64
ตรัง,ภาคใต้,35,5842.2970,628,53,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,119.2730,56,2.041543,53
ตรัง,ภาคใต้,35,5842.2970,628,53,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,297.3731,18,5.090003,21
ตรัง,ภาคใต้,35,5842.2970,628,53,อาคารและสิ่งก่อสร้างอื่น,637.4548,52,10.911030,46
ตรัง,ภาคใต้,35,5842.2970,628,53,อาหารและโภชนาการ,122.5469,88,2.097581,59
ตรัง,ภาคใต้,35,5842.2970,628,53,กิจกรรม อบรม และบริหารจัดการ,79.6647,22,1.363585,71
ตรัง,ภาคใต้,35,5842.2970,628,53,จ้างเหมาและบริการ,97.9988,114,1.677402,45
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,ถนน สะพาน และทางสัญจร,1135.3192,57,20.603065,65
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,บุคลากร สวัสดิการ และเงินอุดหนุน,714.3637,118,12.963827,67
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,น้ำ ชลประทาน ประปา และระบายน้ำ,2613.0192,54,47.419444,1
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,72.7223,40,1.319719,70
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,96.6629,10,1.754178,66
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,อาคารและสิ่งก่อสร้างอื่น,448.9159,48,8.146646,64
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,อาหารและโภชนาการ,80.4063,52,1.459163,76
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,กิจกรรม อบรม และบริหารจัดการ,297.3217,31,5.395609,17
หนองคาย,ภาคตะวันออกเฉียงเหนือ,36,5510.4383,473,44,จ้างเหมาและบริการ,51.7071,63,0.938348,69
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,ถนน สะพาน และทางสัญจร,1518.4499,62,27.762126,35
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,บุคลากร สวัสดิการ และเงินอุดหนุน,1344.8627,184,24.588396,30
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,น้ำ ชลประทาน ประปา และระบายน้ำ,1327.9241,43,24.278704,15
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,176.0953,89,3.219586,25
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,82.8645,11,1.515028,71
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,อาคารและสิ่งก่อสร้างอื่น,550.0598,53,10.056854,56
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,อาหารและโภชนาการ,106.1575,90,1.940899,64
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,กิจกรรม อบรม และบริหารจัดการ,278.4292,46,5.090577,20
เพชรบูรณ์,ภาคกลาง,37,5469.5015,696,49,จ้างเหมาและบริการ,84.6585,118,1.547828,51
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,ถนน สะพาน และทางสัญจร,1179.5037,62,21.574738,62
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,บุคลากร สวัสดิการ และเงินอุดหนุน,842.7462,185,15.414982,62
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,น้ำ ชลประทาน ประปา และระบายน้ำ,1463.7747,33,26.774443,11
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,163.4871,75,2.990403,28
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,236.8852,15,4.332955,27
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,อาคารและสิ่งก่อสร้างอื่น,823.3121,55,15.059506,20
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,อาหารและโภชนาการ,116.0544,80,2.122794,58
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,กิจกรรม อบรม และบริหารจัดการ,549.8547,28,10.057595,2
ลพบุรี,ภาคกลาง,38,5467.0593,632,50,จ้างเหมาและบริการ,91.4412,99,1.672585,46
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,ถนน สะพาน และทางสัญจร,1160.4946,48,21.263180,64
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,บุคลากร สวัสดิการ และเงินอุดหนุน,1258.3747,113,23.056590,41
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,น้ำ ชลประทาน ประปา และระบายน้ำ,1423.0690,41,26.074204,12
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,267.0747,61,4.893480,12
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,211.5483,12,3.876097,33
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,อาคารและสิ่งก่อสร้างอื่น,313.0746,34,5.736314,76
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,อาหารและโภชนาการ,84.1462,52,1.541770,73
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,กิจกรรม อบรม และบริหารจัดการ,243.4879,35,4.461311,23
เพชรบุรี,ภาคตะวันตก,39,5457.7659,500,40,จ้างเหมาและบริการ,496.4959,104,9.097054,2
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,ถนน สะพาน และทางสัญจร,1452.9464,71,26.870607,37
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,บุคลากร สวัสดิการ และเงินอุดหนุน,1253.9227,317,23.189888,40
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,น้ำ ชลประทาน ประปา และระบายน้ำ,1213.6666,27,22.445396,22
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,201.8709,82,3.733375,18
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,252.8586,19,4.676335,23
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,อาคารและสิ่งก่อสร้างอื่น,613.5342,67,11.346624,41
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,อาหารและโภชนาการ,209.8027,164,3.880065,11
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,กิจกรรม อบรม และบริหารจัดการ,120.8482,25,2.234951,63
จันทบุรี,ภาคตะวันออก,40,5407.1961,953,72,จ้างเหมาและบริการ,87.7458,181,1.622760,50
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,ถนน สะพาน และทางสัญจร,1313.0444,72,24.305564,48
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,บุคลากร สวัสดิการ และเงินอุดหนุน,924.6934,241,17.116858,56
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,น้ำ ชลประทาน ประปา และระบายน้ำ,1844.2136,63,34.137956,3
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,89.2678,66,1.652423,68
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,152.0652,17,2.814856,48
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,อาคารและสิ่งก่อสร้างอื่น,679.7598,71,12.582930,32
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,อาหารและโภชนาการ,155.3420,104,2.875512,38
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,กิจกรรม อบรม และบริหารจัดการ,175.9584,44,3.257139,40
เลย,ภาคตะวันออกเฉียงเหนือ,41,5402.2379,788,55,จ้างเหมาและบริการ,67.8933,110,1.256762,61
ยะลา,ภาคใต้,42,5208.6049,547,40,ถนน สะพาน และทางสัญจร,1310.7701,54,25.165474,44
ยะลา,ภาคใต้,42,5208.6049,547,40,บุคลากร สวัสดิการ และเงินอุดหนุน,1365.4207,172,26.214711,26
ยะลา,ภาคใต้,42,5208.6049,547,40,น้ำ ชลประทาน ประปา และระบายน้ำ,743.5101,36,14.274650,50
ยะลา,ภาคใต้,42,5208.6049,547,40,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,88.6465,48,1.701924,65
ยะลา,ภาคใต้,42,5208.6049,547,40,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,654.9104,22,12.573624,3
ยะลา,ภาคใต้,42,5208.6049,547,40,อาคารและสิ่งก่อสร้างอื่น,643.4887,42,12.354339,33
ยะลา,ภาคใต้,42,5208.6049,547,40,อาหารและโภชนาการ,124.8863,64,2.397692,46
ยะลา,ภาคใต้,42,5208.6049,547,40,กิจกรรม อบรม และบริหารจัดการ,218.8337,26,4.201388,26
ยะลา,ภาคใต้,42,5208.6049,547,40,จ้างเหมาและบริการ,58.1384,83,1.116199,64
พัทลุง,ภาคใต้,43,5192.0743,1135,67,ถนน สะพาน และทางสัญจร,1619.3531,89,31.188943,27
พัทลุง,ภาคใต้,43,5192.0743,1135,67,บุคลากร สวัสดิการ และเงินอุดหนุน,1417.3436,402,27.298215,23
พัทลุง,ภาคใต้,43,5192.0743,1135,67,น้ำ ชลประทาน ประปา และระบายน้ำ,482.2584,34,9.288357,69
พัทลุง,ภาคใต้,43,5192.0743,1135,67,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,134.0731,105,2.582265,38
พัทลุง,ภาคใต้,43,5192.0743,1135,67,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,105.3673,12,2.029387,58
พัทลุง,ภาคใต้,43,5192.0743,1135,67,อาคารและสิ่งก่อสร้างอื่น,908.6738,68,17.501171,11
