province,region,rank_total,province_total_million,province_items,agencies,category,category_budget_million,category_items,percent,rank_category_share
พัทลุง,ภาคใต้,43,5192.0743,1135,67,อาหารและโภชนาการ,197.1928,185,3.797958,12
พัทลุง,ภาคใต้,43,5192.0743,1135,67,กิจกรรม อบรม และบริหารจัดการ,142.3428,39,2.741540,51
พัทลุง,ภาคใต้,43,5192.0743,1135,67,จ้างเหมาและบริการ,185.4694,201,3.572164,13
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,ถนน สะพาน และทางสัญจร,1240.6681,58,24.159183,50
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,บุคลากร สวัสดิการ และเงินอุดหนุน,1043.5229,193,20.320230,48
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,น้ำ ชลประทาน ประปา และระบายน้ำ,555.9745,35,10.826336,66
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,649.8833,99,12.654996,1
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,167.0901,21,3.253699,39
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,อาคารและสิ่งก่อสร้างอื่น,889.5827,63,17.322596,13
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,อาหารและโภชนาการ,165.8455,97,3.229463,25
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,กิจกรรม อบรม และบริหารจัดการ,223.2806,32,4.347881,24
พิษณุโลก,ภาคกลาง,44,5135.3892,743,70,จ้างเหมาและบริการ,199.5415,145,3.885616,11
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,ถนน สะพาน และทางสัญจร,2034.5778,74,39.625463,10
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,บุคลากร สวัสดิการ และเงินอุดหนุน,693.5077,143,13.506765,66
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,น้ำ ชลประทาน ประปา และระบายน้ำ,816.3023,26,15.898314,46
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,122.7126,38,2.389952,41
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,95.8138,9,1.866071,65
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,อาคารและสิ่งก่อสร้างอื่น,880.8401,60,17.155253,14
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,อาหารและโภชนาการ,104.9690,58,2.044378,62
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,กิจกรรม อบรม และบริหารจัดการ,313.2202,41,6.100281,12
ประจวบคีรีขันธ์,ภาคตะวันตก,45,5134.5212,555,46,จ้างเหมาและบริการ,72.5777,106,1.413524,55
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,ถนน สะพาน และทางสัญจร,1374.8927,60,27.298904,36
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,บุคลากร สวัสดิการ และเงินอุดหนุน,1210.9234,158,24.043245,35
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,น้ำ ชลประทาน ประปา และระบายน้ำ,1176.4312,50,23.358392,18
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,165.2957,72,3.281995,23
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,232.1609,14,4.609624,25
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,อาคารและสิ่งก่อสร้างอื่น,448.6142,61,8.907369,61
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,อาหารและโภชนาการ,134.8949,73,2.678378,43
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,กิจกรรม อบรม และบริหารจัดการ,189.8185,39,3.768903,33
นครพนม,ภาคตะวันออกเฉียงเหนือ,46,5036.4391,621,42,จ้างเหมาและบริการ,103.4076,94,2.053189,38
ปัตตานี,ภาคใต้,47,4929.6793,516,47,ถนน สะพาน และทางสัญจร,1802.6418,57,36.567121,17
ปัตตานี,ภาคใต้,47,4929.6793,516,47,บุคลากร สวัสดิการ และเงินอุดหนุน,1364.1319,149,27.671818,22
ปัตตานี,ภาคใต้,47,4929.6793,516,47,น้ำ ชลประทาน ประปา และระบายน้ำ,857.9575,62,17.403921,39
ปัตตานี,ภาคใต้,47,4929.6793,516,47,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,86.0593,54,1.745738,63
ปัตตานี,ภาคใต้,47,4929.6793,516,47,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,95.6706,5,1.940706,62
ปัตตานี,ภาคใต้,47,4929.6793,516,47,อาคารและสิ่งก่อสร้างอื่น,387.3890,44,7.858300,66
ปัตตานี,ภาคใต้,47,4929.6793,516,47,อาหารและโภชนาการ,74.5837,54,1.512952,75
ปัตตานี,ภาคใต้,47,4929.6793,516,47,กิจกรรม อบรม และบริหารจัดการ,153.7003,23,3.117856,43
ปัตตานี,ภาคใต้,47,4929.6793,516,47,จ้างเหมาและบริการ,107.5452,68,2.181586,33
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,ถนน สะพาน และทางสัญจร,1100.5721,38,23.252986,57
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,บุคลากร สวัสดิการ และเงินอุดหนุน,401.2532,117,8.477714,76
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,น้ำ ชลประทาน ประปา และระบายน้ำ,1573.3273,33,33.241401,4
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,35.6812,30,0.753876,77
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,946.6629,20,20.001179,1
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,อาคารและสิ่งก่อสร้างอื่น,290.5661,40,6.139107,75
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,อาหารและโภชนาการ,52.2068,50,1.103030,77
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,กิจกรรม อบรม และบริหารจัดการ,300.0852,30,6.340227,10
อุทัยธานี,ภาคกลาง,48,4733.0355,415,34,จ้างเหมาและบริการ,32.6807,57,0.690481,73
สระบุรี,ภาคกลาง,49,4559.6108,778,56,ถนน สะพาน และทางสัญจร,1512.3924,57,33.169331,23
สระบุรี,ภาคกลาง,49,4559.6108,778,56,บุคลากร สวัสดิการ และเงินอุดหนุน,1114.9360,234,24.452438,32
สระบุรี,ภาคกลาง,49,4559.6108,778,56,น้ำ ชลประทาน ประปา และระบายน้ำ,744.3141,33,16.324071,42
สระบุรี,ภาคกลาง,49,4559.6108,778,56,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,111.9889,84,2.456107,39
สระบุรี,ภาคกลาง,49,4559.6108,778,56,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,186.2219,14,4.084162,31
สระบุรี,ภาคกลาง,49,4559.6108,778,56,อาคารและสิ่งก่อสร้างอื่น,488.7115,60,10.718272,49
สระบุรี,ภาคกลาง,49,4559.6108,778,56,อาหารและโภชนาการ,187.4954,129,4.112092,7
สระบุรี,ภาคกลาง,49,4559.6108,778,56,กิจกรรม อบรม และบริหารจัดการ,114.7041,24,2.515656,58
สระบุรี,ภาคกลาง,49,4559.6108,778,56,จ้างเหมาและบริการ,98.8465,143,2.167871,34
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,ถนน สะพาน และทางสัญจร,1183.6696,74,26.014576,40
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,บุคลากร สวัสดิการ และเงินอุดหนุน,829.1553,270,18.223095,54
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,น้ำ ชลประทาน ประปา และระบายน้ำ,1363.7780,58,29.972981,5
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,84.6617,75,1.860687,60
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,134.0511,8,2.946162,47
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,อาคารและสิ่งก่อสร้างอื่น,657.8153,67,14.457401,22
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,อาหารและโภชนาการ,107.3138,140,2.358532,50
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,กิจกรรม อบรม และบริหารจัดการ,130.0356,22,2.857910,49
ชัยนาท,ภาคกลาง,50,4550.0246,875,58,จ้างเหมาและบริการ,59.5442,161,1.308657,60
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,ถนน สะพาน และทางสัญจร,774.1145,44,17.024083,72
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,บุคลากร สวัสดิการ และเงินอุดหนุน,1367.0084,217,30.062819,17
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,น้ำ ชลประทาน ประปา และระบายน้ำ,1037.1205,28,22.808028,19
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,99.9599,79,2.198287,47
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,32.0055,8,0.703855,77
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,อาคารและสิ่งก่อสร้างอื่น,791.8783,76,17.414739,12
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,อาหารและโภชนาการ,88.8824,96,1.954674,63
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,กิจกรรม อบรม และบริหารจัดการ,219.1341,41,4.819128,22
อุตรดิตถ์,ภาคเหนือ,51,4547.1730,811,52,จ้างเหมาและบริการ,137.0694,222,3.014387,22
กระบี่,ภาคใต้,52,4426.4806,469,41,ถนน สะพาน และทางสัญจร,1732.8587,50,39.147550,11
กระบี่,ภาคใต้,52,4426.4806,469,41,บุคลากร สวัสดิการ และเงินอุดหนุน,693.4316,144,15.665529,61
กระบี่,ภาคใต้,52,4426.4806,469,41,น้ำ ชลประทาน ประปา และระบายน้ำ,562.7311,25,12.712833,58
กระบี่,ภาคใต้,52,4426.4806,469,41,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,392.1874,36,8.860028,5
กระบี่,ภาคใต้,52,4426.4806,469,41,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,377.4958,14,8.528125,8
กระบี่,ภาคใต้,52,4426.4806,469,41,อาคารและสิ่งก่อสร้างอื่น,344.8340,42,7.790252,68
กระบี่,ภาคใต้,52,4426.4806,469,41,อาหารและโภชนาการ,138.9022,60,3.137983,28
กระบี่,ภาคใต้,52,4426.4806,469,41,กิจกรรม อบรม และบริหารจัดการ,129.0835,29,2.916165,47
กระบี่,ภาคใต้,52,4426.4806,469,41,จ้างเหมาและบริการ,54.9563,69,1.241535,62
น่าน,ภาคเหนือ,53,4317.2626,590,52,ถนน สะพาน และทางสัญจร,1312.1749,57,30.393678,29
น่าน,ภาคเหนือ,53,4317.2626,590,52,บุคลากร สวัสดิการ และเงินอุดหนุน,1008.1667,169,23.351989,39
น่าน,ภาคเหนือ,53,4317.2626,590,52,น้ำ ชลประทาน ประปา และระบายน้ำ,753.9034,34,17.462533,38
น่าน,ภาคเหนือ,53,4317.2626,590,52,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,71.8808,45,1.664962,67
น่าน,ภาคเหนือ,53,4317.2626,590,52,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,139.5433,16,3.232217,40
น่าน,ภาคเหนือ,53,4317.2626,590,52,อาคารและสิ่งก่อสร้างอื่น,559.7320,56,12.964975,29
น่าน,ภาคเหนือ,53,4317.2626,590,52,อาหารและโภชนาการ,96.5649,79,2.236716,53
น่าน,ภาคเหนือ,53,4317.2626,590,52,กิจกรรม อบรม และบริหารจัดการ,135.1572,24,3.130623,42
น่าน,ภาคเหนือ,53,4317.2626,590,52,จ้างเหมาและบริการ,240.1394,110,5.562307,5
ตาก,ภาคตะวันตก,54,4307.2633,544,47,ถนน สะพาน และทางสัญจร,1095.9470,46,25.444161,43
ตาก,ภาคตะวันตก,54,4307.2633,544,47,บุคลากร สวัสดิการ และเงินอุดหนุน,717.0659,149,16.647831,59
ตาก,ภาคตะวันตก,54,4307.2633,544,47,น้ำ ชลประทาน ประปา และระบายน้ำ,1036.4717,37,24.063347,16
ตาก,ภาคตะวันตก,54,4307.2633,544,47,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,247.3061,57,5.741606,9
ตาก,ภาคตะวันตก,54,4307.2633,544,47,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,81.4456,16,1.890890,63
ตาก,ภาคตะวันตก,54,4307.2633,544,47,อาคารและสิ่งก่อสร้างอื่น,780.3605,62,18.117316,10
ตาก,ภาคตะวันตก,54,4307.2633,544,47,อาหารและโภชนาการ,145.6039,69,3.380427,19
ตาก,ภาคตะวันตก,54,4307.2633,544,47,กิจกรรม อบรม และบริหารจัดการ,114.6705,16,2.662259,52
ตาก,ภาคตะวันตก,54,4307.2633,544,47,จ้างเหมาและบริการ,88.3921,92,2.052164,39
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,ถนน สะพาน และทางสัญจร,784.6528,31,18.217365,70
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,บุคลากร สวัสดิการ และเงินอุดหนุน,1423.1859,141,33.042254,12
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,น้ำ ชลประทาน ประปา และระบายน้ำ,828.4408,44,19.233996,32
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,152.3621,55,3.537407,19
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,202.9890,23,4.712817,22
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,อาคารและสิ่งก่อสร้างอื่น,652.2005,62,15.142207,19
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,อาหารและโภชนาการ,94.9059,66,2.203440,55
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,กิจกรรม อบรม และบริหารจัดการ,63.5135,13,1.474600,69
สุโขทัย,ภาคกลาง,55,4307.1695,525,43,จ้างเหมาและบริการ,104.9190,90,2.435915,31
ชุมพร,ภาคใต้,56,4282.3700,659,55,ถนน สะพาน และทางสัญจร,1744.9345,66,40.746935,7
ชุมพร,ภาคใต้,56,4282.3700,659,55,บุคลากร สวัสดิการ และเงินอุดหนุน,623.8189,202,14.567142,64
ชุมพร,ภาคใต้,56,4282.3700,659,55,น้ำ ชลประทาน ประปา และระบายน้ำ,608.3776,24,14.206563,51
ชุมพร,ภาคใต้,56,4282.3700,659,55,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,434.2154,66,10.139605,3
ชุมพร,ภาคใต้,56,4282.3700,659,55,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,75.0731,14,1.753074,67
ชุมพร,ภาคใต้,56,4282.3700,659,55,อาคารและสิ่งก่อสร้างอื่น,498.7737,54,11.647142,37
ชุมพร,ภาคใต้,56,4282.3700,659,55,อาหารและโภชนาการ,139.1891,104,3.250282,23
ชุมพร,ภาคใต้,56,4282.3700,659,55,กิจกรรม อบรม และบริหารจัดการ,128.9488,20,3.011155,45
ชุมพร,ภาคใต้,56,4282.3700,659,55,จ้างเหมาและบริการ,29.0389,109,0.678103,74
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,ถนน สะพาน และทางสัญจร,2211.4855,45,51.916398,2
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,บุคลากร สวัสดิการ และเงินอุดหนุน,504.3570,135,11.840186,73
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,น้ำ ชลประทาน ประปา และระบายน้ำ,737.7252,59,17.318691,40
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,123.1962,54,2.892130,31
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,36.1061,6,0.847620,75
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,อาคารและสิ่งก่อสร้างอื่น,332.8676,40,7.814334,67
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,อาหารและโภชนาการ,75.9565,72,1.783140,68
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,กิจกรรม อบรม และบริหารจัดการ,176.5797,20,4.145350,29
อ่างทอง,ภาคกลาง,57,4259.7052,531,39,จ้างเหมาและบริการ,61.4314,100,1.442151,53
พิจิตร,ภาคกลาง,58,4119.8290,697,51,ถนน สะพาน และทางสัญจร,1601.0005,49,38.860848,12
พิจิตร,ภาคกลาง,58,4119.8290,697,51,บุคลากร สวัสดิการ และเงินอุดหนุน,987.3826,227,23.966592,36
พิจิตร,ภาคกลาง,58,4119.8290,697,51,น้ำ ชลประทาน ประปา และระบายน้ำ,667.3666,37,16.198891,43
พิจิตร,ภาคกลาง,58,4119.8290,697,51,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,90.2955,67,2.191729,49
พิจิตร,ภาคกลาง,58,4119.8290,697,51,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,42.3973,3,1.029103,73
พิจิตร,ภาคกลาง,58,4119.8290,697,51,อาคารและสิ่งก่อสร้างอื่น,448.1272,60,10.877325,47
พิจิตร,ภาคกลาง,58,4119.8290,697,51,อาหารและโภชนาการ,92.9098,104,2.255186,52
พิจิตร,ภาคกลาง,58,4119.8290,697,51,กิจกรรม อบรม และบริหารจัดการ,144.5835,36,3.509454,36
พิจิตร,ภาคกลาง,58,4119.8290,697,51,จ้างเหมาและบริการ,45.7660,114,1.110871,65
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,ถนน สะพาน และทางสัญจร,1519.5139,50,37.031913,16
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,บุคลากร สวัสดิการ และเงินอุดหนุน,434.2544,156,10.583168,74
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,น้ำ ชลประทาน ประปา และระบายน้ำ,930.5654,43,22.678711,21
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,384.7479,38,9.376651,4
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,123.2615,10,3.003993,46
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,อาคารและสิ่งก่อสร้างอื่น,471.1833,44,11.483159,39
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,อาหารและโภชนาการ,111.1792,72,2.709537,41
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,กิจกรรม อบรม และบริหารจัดการ,105.9810,19,2.582852,55
บึงกาฬ,ภาคตะวันออกเฉียงเหนือ,59,4103.2552,508,41,จ้างเหมาและบริการ,22.5686,76,0.550017,76
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,ถนน สะพาน และทางสัญจร,2163.3930,51,53.919711,1
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,บุคลากร สวัสดิการ และเงินอุดหนุน,749.0087,95,18.668052,52
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,น้ำ ชลประทาน ประปา และระบายน้ำ,580.0627,26,14.457296,49
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,49.4818,33,1.233268,73
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,120.9587,17,3.014736,45
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,อาคารและสิ่งก่อสร้างอื่น,217.6241,33,5.423993,77
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,อาหารและโภชนาการ,61.3165,40,1.528233,74
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,กิจกรรม อบรม และบริหารจัดการ,32.6592,10,0.813987,76
ปราจีนบุรี,ภาคตะวันออก,60,4012.2489,347,31,จ้างเหมาและบริการ,37.7442,42,0.940724,68
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,ถนน สะพาน และทางสัญจร,1117.8437,52,29.285260,32
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,บุคลากร สวัสดิการ และเงินอุดหนุน,926.6379,231,24.276052,34
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,น้ำ ชลประทาน ประปา และระบายน้ำ,517.1033,29,13.547068,53
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,133.7334,62,3.503546,20
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,61.6347,16,1.614705,68
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,อาคารและสิ่งก่อสร้างอื่น,775.1622,46,20.307693,6
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,อาหารและโภชนาการ,121.0876,99,3.172252,26
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,กิจกรรม อบรม และบริหารจัดการ,109.4954,72,2.868560,48
ยโสธร,ภาคตะวันออกเฉียงเหนือ,61,3817.0865,721,43,จ้างเหมาและบริการ,54.3883,114,1.424864,54
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,ถนน สะพาน และทางสัญจร,915.9776,60,24.325409,47
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,บุคลากร สวัสดิการ และเงินอุดหนุน,1253.1691,312,33.280127,11
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,น้ำ ชลประทาน ประปา และระบายน้ำ,503.0795,20,13.360168,54
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,71.1623,71,1.889841,57
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,34.9671,15,0.928613,74
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,อาคารและสิ่งก่อสร้างอื่น,553.7138,65,14.704851,21
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,อาหารและโภชนาการ,127.1666,148,3.377134,20
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,กิจกรรม อบรม และบริหารจัดการ,256.5185,55,6.812303,8
ลำพูน,ภาคเหนือ,62,3765.5178,900,59,จ้างเหมาและบริการ,49.7633,154,1.321553,58
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,ถนน สะพาน และทางสัญจร,386.9457,12,10.572879,76
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,บุคลากร สวัสดิการ และเงินอุดหนุน,1451.0492,123,39.648373,6
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,น้ำ ชลประทาน ประปา และระบายน้ำ,282.9667,14,7.731763,74
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,195.6638,36,5.346305,11
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,222.3584,22,6.075706,13
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,อาคารและสิ่งก่อสร้างอื่น,664.8312,37,18.165804,9
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,อาหารและโภชนาการ,211.7784,50,5.786619,2
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,กิจกรรม อบรม และบริหารจัดการ,97.3230,20,2.659247,53
ภูเก็ต,ภาคใต้,63,3659.7951,384,40,จ้างเหมาและบริการ,146.8787,70,4.013304,10
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,ถนน สะพาน และทางสัญจร,663.2286,33,18.567277,69
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,บุคลากร สวัสดิการ และเงินอุดหนุน,1259.5199,123,35.260624,7
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,น้ำ ชลประทาน ประปา และระบายน้ำ,958.3487,36,26.829249,10
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,28.7515,24,0.804907,76
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,44.9762,19,1.259122,72
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,อาคารและสิ่งก่อสร้างอื่น,292.3409,34,8.184168,63
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,อาหารและโภชนาการ,215.1755,54,6.023900,1
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,กิจกรรม อบรม และบริหารจัดการ,26.1905,13,0.733211,77
สมุทรสาคร,ภาคกลาง,64,3572.0295,401,33,จ้างเหมาและบริการ,83.4977,65,2.337542,32
แพร่,ภาคเหนือ,65,3482.1101,695,64,ถนน สะพาน และทางสัญจร,777.8022,43,22.337094,60
แพร่,ภาคเหนือ,65,3482.1101,695,64,บุคลากร สวัสดิการ และเงินอุดหนุน,1135.8812,230,32.620485,13
แพร่,ภาคเหนือ,65,3482.1101,695,64,น้ำ ชลประทาน ประปา และระบายน้ำ,464.2922,25,13.333645,55
แพร่,ภาคเหนือ,65,3482.1101,695,64,จัดซื้อครุภัณฑ์ ยานพาหนะ และทรัพย์สิน,98.1686,69,2.819227,33
แพร่,ภาคเหนือ,65,3482.1101,695,64,ปรับปรุงและซ่อมแซมทรัพย์สินเดิม,180.8617,16,5.194026,19
แพร่,ภาคเหนือ,65,3482.1101,695,64,อาคารและสิ่งก่อสร้างอื่น,478.6580,57,13.746205,25
แพร่,ภาคเหนือ,65,3482.1101,695,64,อาหารและโภชนาการ,82.6111,107,2.372444,48
แพร่,ภาคเหนือ,65,3482.1101,695,64,กิจกรรม อบรม และบริหารจัดการ,238.6154,40,6.852609,7
แพร่,ภาคเหนือ,65,3482.1101,695,64,จ้างเหมาและบริการ,25.2197,108,0.724265,72
ตราด,ภาคตะวันออก,66,3293.0060,335,36,ถนน สะพาน และทางสัญจร,812.1567,20,24.663080,45
ตราด,ภาคตะวันออก,66,3293.0060,335,36,บุคลากร สวัสดิการ และเงินอุดหนุน,219.1798,110,6.655919,77
ตราด,ภาคตะวันออก,66,3293.0060,335,36,น้ำ ชลประทาน ประปา และระบายน้ำ,979.7819,19,29.753420,6
